exhid,exhname,url,description,product_categories,booths,websiteValue,instagramValue,facebookValue,twitterValue,linkedInValue,phoneValue,faxValue,hasAddressData,hasWebsiteData,hasTwitter,hasLinkedIn,hasFacebook,hasInstagram,hasEmail,hasPhone,hasFax
8596,UVify,https://iaapaexpo25.mapyourshow.com/8_0/exhibitor/exhibitor-details.cfm?exhid=8596,"UVify is the global leader in swarm drones, spatial AI, and modular autonomy. Our IFO® platform powers the most successful names in the drone show business—evidenced by 18 Guinness World Records to date, achieved by UVify, Sky Elements, and Pixis Drones flying IFO. Start small, scale huge: invest in 20 IFO and deliver shows up to 5,000 IFO using UVify’s FAB™ (Fleet Augmentation Bank)—with depots on both U.S. coasts, Europe, and Dubai—for on-demand capacity without idle capital.",Shows/Productions > Aerial Shows,North/South Building - Level 1 — 1966 — Show Production & Design,,,,,,,,false,false,false,false,false,false,false,false,false
316,National Fiber Technology,https://iaapaexpo25.mapyourshow.com/8_0/exhibitor/exhibitor-details.cfm?exhid=316,"National Fiber Technology specializes in the manufacturing of custom made hair, wigs and fur fabrics for the entertainment industry. We have been helping artisans worldwide create Hairy, Scary, Funny, Furry Icons for over 40 years!",Clothing > Costumes | Hi-Tech Equipment & Services > Animatronics,North/South Building - Level 1 — 1971 — Show Production & Design,,http://www.instagram.com/nftech,http://www.facebook.com/NationalFiberTech,,http://www.linkedin.com/company/national-fiber-technology-llc,,,false,false,false,true,true,true,false,false,false
8564,Loonie Times Inc,https://iaapaexpo25.mapyourshow.com/8_0/exhibitor/exhibitor-details.cfm?exhid=8564,"Custom mascot costumes & services since 1996!  Loonie Times (Booth #1973) designs and builds high-quality mascot costumes, plush, and character outfits for theme parks, attractions, and global brands. We’re your one-stop shop for mascots: design, cleaning, repairs, storage & event management. With 29 years of expertise, our mascots captivate guests, boost engagement, and keep your brand memorable. Get a free design & quote today!","Clothing > Costumes | Clothing > Miscellaneous | Gifts, Novelties, Souvenirs > Plush",North/South Building - Level 1 — 1973 — Show Production & Design,,https://www.instagram.com/loonietimescustommascots/,https://www.facebook.com/LoonieTimes/,,https://www.linkedin.com/company/loonie-times-custom-mascot-and-plush/,,,false,false,false,true,true,true,false,false,false
736,"Billings Productions, Inc.",https://iaapaexpo25.mapyourshow.com/8_0/exhibitor/exhibitor-details.cfm?exhid=736,,,North/South Building - Level 1 — 1988 — Show Production & Design,,,,,,,,false,false,false,false,false,false,false,false,false
7061,Genesis Studios,https://iaapaexpo25.mapyourshow.com/8_0/exhibitor/exhibitor-details.cfm?exhid=7061,"Genesis Studios is an award-winning architectural rendering and 3D visualization studio based in Central Florida. Since 1985, we have partnered with architects, developers, and designers to transform ideas into stunning visual realities. Our expertise includes photorealistic 3D renderings, architectural animations, immersive 360° virtual reality experiences, and detailed scale models for projects of every size.",Consultants > Architecture and Design,North/South Building - Level 1 — 1989 — Show Production & Design,,https://www.instagram.com/genesisstudiosrenderings/,https://www.facebook.com/genesisstudiosrenderings/,https://twitter.com/_GenesisStudios,https://www.linkedin.com/company/genesis-studios-inc.,,,false,false,true,true,true,true,false,false,false
7110,The Really Big Crane Company,https://iaapaexpo25.mapyourshow.com/8_0/exhibitor/exhibitor-details.cfm?exhid=7110,"The Really Big Crane Company is an amusement gaming collaboration between operators and manufacturers that delivers more than 100 years of combined experience. We’ve cracked the code on creating reliable, profitable games that people love to play. For the first time, operators can leverage a 360° view of the industry that delivers maximum value.",Games & Devices > Arcade & Video | Games & Devices > Redemption Prizes,North/South Building - Level 1 — 200 — Games & Arcade,,https://www.instagram.com/reallybigcranes,https://www.facebook.com/reallybigcranes,https://x.com/ReallyBigCranes,,,,false,false,true,false,true,true,false,false,false
633,Zhongshan Luck & Jinying Amusement Machine Co. Ltd,https://iaapaexpo25.mapyourshow.com/8_0/exhibitor/exhibitor-details.cfm?exhid=633,,,North/South Building - Level 1 — 2000 — Games & Arcade,,,,,,,,false,false,false,false,false,false,false,false,false
3926,Bowling Business Builders International (BBBI),https://iaapaexpo25.mapyourshow.com/8_0/exhibitor/exhibitor-details.cfm?exhid=3926,,,North/South Building - Level 1 — 2002 — Games & Arcade,,,,,,,,false,false,false,false,false,false,false,false,false
2282,Shaffer Distributing,https://iaapaexpo25.mapyourshow.com/8_0/exhibitor/exhibitor-details.cfm?exhid=2282,"Shaffer Distributing is a leading supplier of coin-operated arcade games, redemption equipment, virtual reality, digital jukeboxes, and vending machines. We are an authorized distributor representing virtually every amusement and vending industry equipment manufacturer. We sell equipment, parts, and services to a diverse group of businesses, including fun and vending operators, universities, family entertainment centers, arcades, bowling centers, movie theaters, resorts, water parks, and others!",Games & Devices > Arcade & Video | Games & Devices > Midway & Skill | Games & Devices > Used Equipment | Hi-Tech Equipment & Services > Virtual Reality,North/South Building - Level 1 — 2004 — Games & Arcade | North/South Building - Level 1 — 2006 — Games & Arcade,,https://www.instagram.com/shafferdistributing/?igsh=dmVlNjNnZGlsMGVt#,https://facebook.com/shafferdistributing,https://x.com/shafferdistco?s=11&t=a1hO1LCxYlvEFLCGMfABqA,https://www.linkedin.com/company/shaffer-distributing-company/posts/?feedView=all,,,false,false,true,true,true,true,false,false,false
2282,Shaffer Distributing,https://iaapaexpo25.mapyourshow.com/8_0/exhibitor/exhibitor-details.cfm?exhid=2282,"Shaffer Distributing is a leading supplier of coin-operated arcade games, redemption equipment, virtual reality, digital jukeboxes, and vending machines. We are an authorized distributor representing virtually every amusement and vending industry equipment manufacturer. We sell equipment, parts, and services to a diverse group of businesses, including fun and vending operators, universities, family entertainment centers, arcades, bowling centers, movie theaters, resorts, water parks, and others!",Games & Devices > Arcade & Video | Games & Devices > Midway & Skill | Games & Devices > Used Equipment | Hi-Tech Equipment & Services > Virtual Reality,North/South Building - Level 1 — 2004 — Games & Arcade | North/South Building - Level 1 — 2006 — Games & Arcade,,https://www.instagram.com/shafferdistributing/?igsh=dmVlNjNnZGlsMGVt#,https://facebook.com/shafferdistributing,https://x.com/shafferdistco?s=11&t=a1hO1LCxYlvEFLCGMfABqA,https://www.linkedin.com/company/shaffer-distributing-company/posts/?feedView=all,,,false,false,true,true,true,true,false,false,false
5067,JRS Ventures Inc,https://iaapaexpo25.mapyourshow.com/8_0/exhibitor/exhibitor-details.cfm?exhid=5067,"JRS Ventures is an authorized FUJI Film Distributor. JRS Ventures is known for having the newest  name brand prizes, novelties, plush, redemption prizes and closeouts allowing for your company to maximize the profits with what your customer desires.","Clothing > T-Shirts & Logo Wear | Games & Devices > Redemption Prizes | Gifts, Novelties, Souvenirs > Plush | Printing > Custom (Mugs, Keychains, etc.)",North/South Building - Level 1 — 2008 — Games & Arcade,,,,,,,,false,false,false,false,false,false,false,false,false
460,Jazwares,https://iaapaexpo25.mapyourshow.com/8_0/exhibitor/exhibitor-details.cfm?exhid=460,,,North/South Building - Level 1 — 2010 — Games & Arcade,,,,,,,,false,false,false,false,false,false,false,false,false
8057,Elaut Group (Benchmark - Coast to Coast - Elaut),https://iaapaexpo25.mapyourshow.com/8_0/exhibitor/exhibitor-details.cfm?exhid=8057,"The ELAUT Group is a well-known designer and manufacturer of first-class amusement machines for Family Entertainment Centers and arcade operators all over the world. We export worldwide and have manufacturing facilities in Europe and the USA. Our brands include ELAUT, Benchmark Games International and Coast to Coast Entertainment.",Coin-Operated Machines (Non-Game) > Coin-Operated Machines (Non-Game) | Games & Devices > Arcade & Video,North/South Building - Level 1 — 2015 — Games & Arcade | North/South Building - Level 1 — 2215 — Rides & Equipment,,,,,,,,false,false,false,false,false,false,false,false,false
4590,Guangzhou Funpark Animation Co. Ltd.,https://iaapaexpo25.mapyourshow.com/8_0/exhibitor/exhibitor-details.cfm?exhid=4590,"Guangzhou Funpark is your one-stop shop for game machines for sale. With over 15 years of experience in the industry, Funpark has established itself as a leading supplier of amusement equipment. The company offers a wide range of arcade games for sale, including arcade game machines, redemption game machines, gift machines, and kids rides.",Coin-Operated Machines (Non-Game) > Coin-Operated Machines (Non-Game),North/South Building - Level 1 — 2020 — Games & Arcade,,,,,,,,false,false,false,false,false,false,false,false,false
56,Memo Park,https://iaapaexpo25.mapyourshow.com/8_0/exhibitor/exhibitor-details.cfm?exhid=56,"Our company has an exclusive range of branded products, ideal for accompanying the growth and imagination of children aged 2 to 8 years. We are committed to offering high-quality items that are not only beautiful, but also educational and fun. From adventures with our favorite characters to creative challenges, there is always something new to discover.",Games & Devices > Redemption Prizes | Rides (Dry) > Kiddie,North/South Building - Level 1 — 2021 — Games & Arcade,,https://www.instagram.com/memoparkitalia/,https://www.facebook.com/memoparkitaly?locale=it_IT,,https://www.linkedin.com/company/74257205/admin/dashboard/,,,false,false,false,true,true,true,false,false,false
66,Zamperla Group,https://iaapaexpo25.mapyourshow.com/8_0/exhibitor/exhibitor-details.cfm?exhid=66,,"Rides (Dry) > Kiddie | Rides (Dry) > Major | Rides (Dry) > Roller Coasters | Rides (Dry) > Service, Repair & Parts",North/South Building - Level 1 — 2024 — Rides & Equipment,,,,,,,,false,false,false,false,false,false,false,false,false
8624,Sunstar Vending,https://iaapaexpo25.mapyourshow.com/8_0/exhibitor/exhibitor-details.cfm?exhid=8624,,,North/South Building - Level 1 — 203 — Games & Arcade | North/South Building - Level 1 — 508 — Games & Arcade,,,,,,,,false,false,false,false,false,false,false,false,false
10671,Aqualine Waterparks & Technology,https://iaapaexpo25.mapyourshow.com/8_0/exhibitor/exhibitor-details.cfm?exhid=10671,,"Construction > Waterparks | Water Related Equipment & Supplies > Filtrations & Maintenance | Water Related Equipment & Supplies > Wet Rides (Slides, Tubes)",North/South Building - Level 1 — 2033 — Waterpark,,,,,,,,false,false,false,false,false,false,false,false,false
8269,Slide Guys Restoration Inc.,https://iaapaexpo25.mapyourshow.com/8_0/exhibitor/exhibitor-details.cfm?exhid=8269,,"Construction > Waterparks | Water Related Equipment & Supplies > Swimming Pool/Beach Resort | Water Related Equipment & Supplies > Wet Rides (Slides, Tubes)",North/South Building - Level 1 — 2036 — Waterpark,,,,,,,,false,false,false,false,false,false,false,false,false
10549,PlayFountain International BV,https://iaapaexpo25.mapyourshow.com/8_0/exhibitor/exhibitor-details.cfm?exhid=10549,Developer and manufacturer of the unique PlayFountain technology,Construction > Amusement Facilities | Construction > Waterparks | Games & Devices > Water,North/South Building - Level 1 — 2038 — Waterpark,,,,,,,,false,false,false,false,false,false,false,false,false
