exhid,exhname,url,description,product_categories,booths,websiteValue,instagramValue,facebookValue,twitterValue,linkedInValue,phoneValue,faxValue,hasAddressData,hasWebsiteData,hasTwitter,hasLinkedIn,hasFacebook,hasInstagram,hasEmail,hasPhone,hasFax
614,"Bouncing Angels, Inc.",https://iaapaexpo25.mapyourshow.com/8_0/exhibitor/exhibitor-details.cfm?exhid=614,"With more than 25 years of experience in the design, engineering, manufacturing, and sales of top quality and innovative inflatable jumpers, moonwalks, and water slides… Bouncing Angels, Inc. Has quickly made a name for itself by becoming a leading supplier worldwide to the rapidly expanding “Party Rentals” industry.  Making money with Bouncing Angels, Inc. is fun and easy. If you are an established business you already know that your profits depend on the quality / durability and long life of y",Consultants > Advertising/Public Relations | Displays & Sets > Flags & Banners | Displays & Sets > Signs | Participatory Play Equipment > Inflatables,North/South Building - Level 1 — 5154 — Inflatables | Outdoor Exhibits — 8230 — Outdoor Lot,,https://www.instagram.com/bouncing_angels?igsh=MXQ0N290bXo3Z2w4dw==,https://www.facebook.com/profile.php?id=100093231140330&mibextid=wwXIfr&mibextid=wwXIfr,,,,,false,false,false,false,true,true,false,false,false
8728,Bouncer Depot,https://iaapaexpo25.mapyourshow.com/8_0/exhibitor/exhibitor-details.cfm?exhid=8728,"llow us to introduce ourselves. With decades of experience in inflatable manufacturing, direct-to-consumer and B2B sales, we've established ourselves as leaders in the industry. Our passion drives us to attract and employ the most skilled sewists, ensuring top-notch quality in every product we create. Operating on core values, our designers prioritize safety, aiming to bring smiles to every user of our inflatables. From bounce houses to slides, jumpers to obstacle courses, our range of products",Participatory Play Equipment > Children's Play Elements | Participatory Play Equipment > Climbing Walls | Participatory Play Equipment > Inflatables | Participatory Play Equipment > Interactive Sports/Zip Lines,North/South Building - Level 1 — 5762 — Inflatables | Outdoor Exhibits — 8240 — Outdoor Lot,,,,,,,,false,false,false,false,false,false,false,false,false
10661,Screenflex Portable Partitions,https://iaapaexpo25.mapyourshow.com/8_0/exhibitor/exhibitor-details.cfm?exhid=10661,,Facility & Grounds > Carpet/Flooring | Security Equipment > Fencing & Gates/Crowd Control,Outdoor Exhibits — 8250 — Outdoor Lot,,,,,,,,false,false,false,false,false,false,false,false,false
10413,ONE TRIP DOLLY,https://iaapaexpo25.mapyourshow.com/8_0/exhibitor/exhibitor-details.cfm?exhid=10413,,,Outdoor Exhibits — 8260 — Outdoor Lot,,,,,,,,false,false,false,false,false,false,false,false,false
3,Anchor Industries,https://iaapaexpo25.mapyourshow.com/8_0/exhibitor/exhibitor-details.cfm?exhid=3,,Facility & Grounds > Canvas & Tents/Awnings & Canopies,North/South Building - Level 1 — 4600 — Rides & Equipment | Outdoor Exhibits — 8300 — Outdoor Lot,,,,,,,,false,false,false,false,false,false,false,false,false
10262,"Zhengzhou Tonle Inflatables Co.,Ltd.",https://iaapaexpo25.mapyourshow.com/8_0/exhibitor/exhibitor-details.cfm?exhid=10262,,,Outdoor Exhibits — 8310 — Outdoor Lot,,,,,,,,false,false,false,false,false,false,false,false,false
8829,"xuchang qile inflatable co., ltd.",https://iaapaexpo25.mapyourshow.com/8_0/exhibitor/exhibitor-details.cfm?exhid=8829,,Construction > Amusement Facilities | Construction > Waterparks,North/South Building - Level 1 — 5641 — Operational Services | Outdoor Exhibits — 8320 — Outdoor Lot,,,,,,,,false,false,false,false,false,false,false,false,false
10642,"Cici's Inflatables Co., Ltd.",https://iaapaexpo25.mapyourshow.com/8_0/exhibitor/exhibitor-details.cfm?exhid=10642,"We are manufacturer of inflatables more than 18 years. Committed to quality, innovation, technology and passionate about designs. 20 workers into a global manufacturer with 70 workers, with warehouse in Europe and USA.  Cici’s Inflatables is not only an inflatables manufacturer, but also provide authentic and unique EN14960-1:2019 certificates for all of our inflatables.",Participatory Play Equipment > Inflatables,Outdoor Exhibits — 8330 — Outdoor Lot,,,https://www.facebook.com/profile.php?id=100048586581291,,,,,false,false,false,false,true,false,false,false,false
2427,Jungle Jumps,https://iaapaexpo25.mapyourshow.com/8_0/exhibitor/exhibitor-details.cfm?exhid=2427,"Jungle Jumps is one of the largest manufacturers of commercial-grade inflatables in the United States. Our headquarters and 24,000 square feet manufacturing facility are located in Pacoima, California.With full-time graphic and product designers on site, Jungle Jumps utilizes the latest design and manufacturing technologies in constructing the highest quality commercial grade inflatables. We take pride in our quality, using only the best materials and ASTM Guild lines for construction practices.",Participatory Play Equipment > Children's Play Elements | Participatory Play Equipment > Inflatables | Participatory Play Equipment > Interactive Sports/Zip Lines | Participatory Play Equipment > Miniature Golf,North/South Building - Level 1 — 5862 — Inflatables | Outdoor Exhibits — 8340 — Outdoor Lot,,,,,,,,false,false,false,false,false,false,false,false,false
10688,"Ejaee, Inc.",https://iaapaexpo25.mapyourshow.com/8_0/exhibitor/exhibitor-details.cfm?exhid=10688,"WELLCOMER Inflatable products adds color and value to both amusement and entertainment spaces. Our dynamic products are designed to elevate events and activities creating memorable experiences. From corporate events to trade shows and entertainment venues, WELLCOMER provides high-quality inflatable solutions with diverse product lines that captivate and inspire. Let us be a part of your exciting journey.",Displays & Sets > Signs | Facility & Grounds > Canvas & Tents/Awnings & Canopies | Participatory Play Equipment > Children's Play Elements | Participatory Play Equipment > Inflatables,Outdoor Exhibits — 8350 — Outdoor Lot,,https://www.instagram.com/wellcomer.us,https://www.facebook.com/wellcomer.us,,,,,false,false,false,false,true,true,false,false,false
